symbol,setup_family,baseline_id,episode_id,intent_side,entry_ts,horizon_bars,is_virtual_pair
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,120,LONG,2023-12-06 06:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,121,SHORT,2023-12-08 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,122,LONG,2023-12-08 06:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,123,LONG,2023-12-18 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,124,SHORT,2023-12-21 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,125,LONG,2023-12-21 04:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,126,LONG,2023-12-25 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,126,SHORT,2023-12-25 20:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,127,LONG,2023-12-28 00:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,128,LONG,2024-01-02 02:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,128,SHORT,2024-01-02 02:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,129,SHORT,2024-01-02 08:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,130,SHORT,2024-01-03 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,131,LONG,2024-01-03 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,132,SHORT,2024-01-03 04:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,133,LONG,2024-01-09 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,134,SHORT,2024-01-09 04:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,135,SHORT,2024-01-11 12:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,136,LONG,2024-01-23 02:00:00,10,True
