symbol,episode_id,setup_family,side_intent,meta_baseline_id,start_ts,end_ts,n_bars
XAUUSD.mg,803,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-27 18:00:00,2024-11-27 22:00:00,3
XAUUSD.mg,804,balance_stability,NONE,BALANCE_STABILITY,2024-11-28 02:00:00,2024-11-28 08:00:00,2
XAUUSD.mg,805,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-11-29 08:00:00,2024-11-29 10:00:00,2
XAUUSD.mg,806,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-11-29 20:00:00,2024-11-29 20:00:00,1
XAUUSD.mg,807,balance_stability,NONE,BALANCE_STABILITY,2024-12-03 12:00:00,2024-12-05 12:00:00,11
XAUUSD.mg,808,state_reinforcement,SHORT,STATE_REINFORCEMENT,2024-12-05 20:00:00,2024-12-05 20:00:00,1
XAUUSD.mg,809,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-06 00:00:00,2024-12-06 00:00:00,1
XAUUSD.mg,810,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-06 14:00:00,2024-12-06 14:00:00,1
XAUUSD.mg,811,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-06 16:00:00,2024-12-06 18:00:00,2
XAUUSD.mg,812,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-12-09 16:00:00,2024-12-11 20:00:00,11
XAUUSD.mg,813,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-12 02:00:00,2024-12-12 02:00:00,1
XAUUSD.mg,814,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-12 04:00:00,2024-12-13 00:00:00,6
XAUUSD.mg,815,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-13 04:00:00,2024-12-13 06:00:00,2
XAUUSD.mg,816,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-16 04:00:00,2024-12-16 06:00:00,2
XAUUSD.mg,817,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-16 08:00:00,2024-12-16 08:00:00,1
XAUUSD.mg,818,balance_stability,NONE,BALANCE_STABILITY,2024-12-17 00:00:00,2024-12-17 08:00:00,4
XAUUSD.mg,819,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-17 18:00:00,2024-12-17 20:00:00,2
XAUUSD.mg,820,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-17 22:00:00,2024-12-18 02:00:00,3
XAUUSD.mg,821,balance_stability,NONE,BALANCE_STABILITY,2024-12-18 14:00:00,2024-12-18 14:00:00,1
XAUUSD.mg,822,state_reinforcement,SHORT,STATE_REINFORCEMENT,2024-12-19 04:00:00,2024-12-19 04:00:00,1
XAUUSD.mg,823,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-19 14:00:00,2024-12-19 14:00:00,1
XAUUSD.mg,824,balance_stability,NONE,BALANCE_STABILITY,2024-12-19 22:00:00,2024-12-20 06:00:00,5
XAUUSD.mg,825,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-23 02:00:00,2024-12-23 02:00:00,1
XAUUSD.mg,826,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-12-23 08:00:00,2024-12-23 08:00:00,1
XAUUSD.mg,827,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-26 14:00:00,2024-12-26 14:00:00,1
XAUUSD.mg,828,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-26 22:00:00,2024-12-27 00:00:00,2
XAUUSD.mg,829,balance_stability,NONE,BALANCE_STABILITY,2024-12-27 04:00:00,2024-12-27 04:00:00,1
XAUUSD.mg,830,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-27 08:00:00,2024-12-27 08:00:00,1
XAUUSD.mg,831,balance_stability,NONE,BALANCE_STABILITY,2024-12-27 12:00:00,2024-12-27 12:00:00,1
XAUUSD.mg,832,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2024-12-27 22:00:00,2024-12-30 00:00:00,2
XAUUSD.mg,833,transition_persistence,LONG,TRANSITION_PERSISTENCE,2024-12-30 02:00:00,2024-12-30 06:00:00,3
XAUUSD.mg,834,state_reinforcement,LONG,STATE_REINFORCEMENT,2024-12-31 20:00:00,2025-01-02 18:00:00,6
XAUUSD.mg,835,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-02 22:00:00,2025-01-03 06:00:00,5
XAUUSD.mg,836,transition_persistence_flat,NONE,TRANSITION_PERSISTENCE,2025-01-03 08:00:00,2025-01-03 08:00:00,1
XAUUSD.mg,837,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2025-01-03 10:00:00,2025-01-06 16:00:00,2
XAUUSD.mg,838,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-06 18:00:00,2025-01-06 20:00:00,2
XAUUSD.mg,839,balance_stability,NONE,BALANCE_STABILITY,2025-01-07 00:00:00,2025-01-07 00:00:00,1
XAUUSD.mg,840,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-07 16:00:00,2025-01-08 00:00:00,3
XAUUSD.mg,841,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2025-01-08 02:00:00,2025-01-08 02:00:00,1
XAUUSD.mg,842,balance_stability,NONE,BALANCE_STABILITY,2025-01-08 06:00:00,2025-01-08 06:00:00,1
XAUUSD.mg,843,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-08 18:00:00,2025-01-09 00:00:00,3
XAUUSD.mg,844,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2025-01-09 02:00:00,2025-01-09 04:00:00,2
XAUUSD.mg,845,balance_stability,NONE,BALANCE_STABILITY,2025-01-09 08:00:00,2025-01-09 08:00:00,1
XAUUSD.mg,846,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-09 18:00:00,2025-01-09 22:00:00,2
XAUUSD.mg,847,state_reinforcement,LONG,STATE_REINFORCEMENT,2025-01-10 06:00:00,2025-01-10 20:00:00,8
