symbol,episode_id,setup_family,side_intent,meta_baseline_id,start_ts,end_ts,n_bars
USDCLP.mg,132,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-06 17:00:00,2023-06-06 19:00:00,3
USDCLP.mg,133,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-07 14:00:00,2023-06-07 14:00:00,1
USDCLP.mg,134,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-07 16:00:00,2023-06-07 16:00:00,1
USDCLP.mg,135,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-07 17:00:00,2023-06-07 17:00:00,1
USDCLP.mg,136,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-07 18:00:00,2023-06-07 22:00:00,3
USDCLP.mg,137,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-08 14:00:00,2023-06-08 16:00:00,2
USDCLP.mg,138,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-08 17:00:00,2023-06-08 18:00:00,2
USDCLP.mg,139,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-08 19:00:00,2023-06-08 19:00:00,1
USDCLP.mg,140,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-08 20:00:00,2023-06-08 22:00:00,3
USDCLP.mg,141,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-09 14:00:00,2023-06-09 15:00:00,2
USDCLP.mg,142,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-09 18:00:00,2023-06-09 21:00:00,3
USDCLP.mg,143,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-13 18:00:00,2023-06-14 17:00:00,8
USDCLP.mg,144,balance_degradation_breakout,SHORT,BALANCE_DEGRADATION,2023-06-15 16:00:00,2023-06-15 16:00:00,1
USDCLP.mg,145,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-15 17:00:00,2023-06-15 19:00:00,3
USDCLP.mg,146,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-16 19:00:00,2023-06-16 19:00:00,1
USDCLP.mg,147,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-16 20:00:00,2023-06-16 20:00:00,1
USDCLP.mg,148,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-16 21:00:00,2023-06-23 18:00:00,8
USDCLP.mg,149,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-06-27 17:00:00,2023-06-27 17:00:00,1
USDCLP.mg,150,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-29 14:00:00,2023-06-29 20:00:00,5
USDCLP.mg,151,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-29 21:00:00,2023-06-29 21:00:00,1
USDCLP.mg,152,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-06-29 22:00:00,2023-06-29 22:00:00,1
USDCLP.mg,153,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-06-30 14:00:00,2023-07-03 20:00:00,5
USDCLP.mg,154,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-03 21:00:00,2023-07-03 21:00:00,1
USDCLP.mg,155,transition_persistence_flat,NONE,TRANSITION_PERSISTENCE,2023-07-03 22:00:00,2023-07-03 22:00:00,1
USDCLP.mg,156,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-04 14:00:00,2023-07-04 17:00:00,2
USDCLP.mg,157,transition_resolution_flat,NONE,TRANSITION_RESOLUTION,2023-07-04 19:00:00,2023-07-04 19:00:00,1
USDCLP.mg,158,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-05 16:00:00,2023-07-05 19:00:00,4
USDCLP.mg,159,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-06 14:00:00,2023-07-06 14:00:00,1
USDCLP.mg,160,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-06 15:00:00,2023-07-06 17:00:00,3
USDCLP.mg,161,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-06 20:00:00,2023-07-06 20:00:00,1
USDCLP.mg,162,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-06 21:00:00,2023-07-06 22:00:00,2
USDCLP.mg,163,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-07 16:00:00,2023-07-07 16:00:00,1
USDCLP.mg,164,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-07 17:00:00,2023-07-07 17:00:00,1
USDCLP.mg,165,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-07 18:00:00,2023-07-07 19:00:00,2
